DATE,CPIAUCSL,CPILFENS,PPIACO,PCEPI,PCEPILFE,GS1
01-10-61,29.98,31.2,31.5,16.685,17.481,3.05
01-11-61,29.98,31.2,31.5,16.686,17.483,3.07
01-12-61,30.01,31.2,31.6,16.69,17.499,3.18
01-01-62,30.04,31.2,31.7,16.721,17.519,3.28
01-02-62,30.11,31.2,31.7,16.767,17.548,3.28
01-03-62,30.17,31.3,31.7,16.789,17.589,3.06
01-04-62,30.21,31.3,31.6,16.808,17.593,2.99
01-05-62,30.24,31.4,31.5,16.818,17.617,3.03
01-06-62,30.21,31.4,31.5,16.829,17.649,3.03
01-07-62,30.22,31.4,31.6,16.819,17.664,3.29
01-08-62,30.28,31.4,31.6,16.844,17.667,3.2
01-09-62,30.42,31.5,31.9,16.927,17.702,3.06
01-10-62,30.38,31.6,31.7,16.909,17.701,2.98
01-11-62,30.38,31.6,31.7,16.922,17.713,3
01-12-62,30.38,31.6,31.6,16.914,17.718,3.01
01-01-63,30.44,31.5,31.6,16.956,17.753,3.04
01-02-63,30.48,31.5,31.5,16.974,17.773,3.01
01-03-63,30.51,31.6,31.5,16.961,17.783,3.03
01-04-63,30.48,31.7,31.4,16.96,17.805,3.11
01-05-63,30.51,31.7,31.5,16.987,17.837,3.12
01-06-63,30.61,31.8,31.6,17.024,17.868,3.2
01-07-63,30.69,31.8,31.7,17.058,17.884,3.48
01-08-63,30.75,31.9,31.6,17.081,17.9,3.53
01-09-63,30.72,31.9,31.6,17.078,17.932,3.57
01-10-63,30.75,32,31.6,17.111,17.972,3.64
01-11-63,30.78,32.1,31.7,17.135,17.989,3.74
01-12-63,30.88,32.1,31.6,17.161,18.014,3.81
01-01-64,30.94,32.1,31.8,17.197,18.039,3.79
01-02-64,30.91,32.1,31.6,17.221,18.074,3.78
01-03-64,30.94,32.2,31.6,17.231,18.09,3.91
01-04-64,30.95,32.2,31.6,17.245,18.107,3.91
01-05-64,30.98,32.2,31.5,17.246,18.123,3.84
01-06-64,31.01,32.3,31.5,17.271,18.136,3.83
01-07-64,31.02,32.3,31.6,17.293,18.154,3.72
01-08-64,31.05,32.2,31.6,17.306,18.177,3.74
01-09-64,31.08,32.3,31.7,17.333,18.185,3.84
01-10-64,31.12,32.4,31.7,17.343,18.192,3.86
01-11-64,31.21,32.5,31.7,17.368,18.218,3.91
01-12-64,31.25,32.5,31.7,17.393,18.244,4.02
01-01-65,31.28,32.6,31.8,17.412,18.268,3.94
01-02-65,31.28,32.6,31.9,17.419,18.291,4.03
01-03-65,31.31,32.6,31.9,17.442,18.301,4.06
01-04-65,31.38,32.7,32,17.469,18.323,4.04
01-05-65,31.48,32.7,32.1,17.508,18.357,4.03
01-06-65,31.61,32.7,32.4,17.559,18.352,3.99
01-07-65,31.58,32.7,32.4,17.572,18.37,3.98
01-08-65,31.55,32.7,32.4,17.576,18.405,4.07
01-09-65,31.62,32.8,32.4,17.584,18.427,4.2
01-10-65,31.65,32.9,32.5,17.59,18.42,4.3
01-11-65,31.75,32.9,32.6,17.62,18.455,4.37
01-12-65,31.85,33,32.8,17.684,18.511,4.72
01-01-66,31.88,32.9,32.9,17.704,18.516,4.88
01-02-66,32.08,33,33.2,17.778,18.562,4.94
01-03-66,32.18,33.1,33.2,17.821,18.585,4.97
01-04-66,32.28,33.3,33.2,17.883,18.651,4.9
01-05-66,32.35,33.4,33.2,17.905,18.701,4.93
01-06-66,32.38,33.5,33.3,17.95,18.762,4.97
01-07-66,32.45,33.6,33.5,17.984,18.817,5.17
01-08-66,32.65,33.7,33.6,18.053,18.852,5.54
01-09-66,32.75,33.8,33.6,18.11,18.909,5.82
01-10-66,32.85,34,33.4,18.158,18.971,5.58
01-11-66,32.88,34.1,33.3,18.185,19.019,5.54
01-12-66,32.92,34.1,33.3,18.222,19.077,5.2
01-01-67,32.9,34.1,33.4,18.224,19.095,4.75
01-02-67,33,34.2,33.4,18.245,19.129,4.71
01-03-67,33,34.3,33.3,18.255,19.158,4.35
01-04-67,33.1,34.4,33.1,18.285,19.211,4.11
01-05-67,33.1,34.5,33.3,18.32,19.253,4.15
01-06-67,33.3,34.6,33.5,18.379,19.302,4.48
01-07-67,33.4,34.7,33.5,18.441,19.368,5.01
01-08-67,33.5,34.8,33.4,18.499,19.427,5.13
01-09-67,33.6,35,33.4,18.555,19.496,5.24
01-10-67,33.7,35.2,33.4,18.606,19.569,5.37
01-11-67,33.9,35.3,33.4,18.668,19.631,5.61
01-12-67,34,35.4,33.7,18.698,19.679,5.71
01-01-68,34.1,35.5,33.8,18.784,19.766,5.43
01-02-68,34.2,35.6,34,18.861,19.852,5.41
01-03-68,34.3,35.8,34.1,18.923,19.931,5.58
01-04-68,34.4,35.9,34.1,18.982,20.004,5.71
01-05-68,34.5,36,34.2,19.052,20.08,6.14
01-06-68,34.7,36.2,34.2,19.113,20.158,5.98
01-07-68,34.9,36.4,34.3,19.171,20.225,5.65
01-08-68,35,36.5,34.2,19.25,20.304,5.43
01-09-68,35.1,36.7,34.4,19.317,20.387,5.45
01-10-68,35.3,36.9,34.4,19.402,20.469,5.57
01-11-68,35.4,37.1,34.5,19.467,20.546,5.75
01-12-68,35.6,37.2,34.6,19.508,20.609,6.19
01-01-69,35.7,37.3,34.8,19.584,20.687,6.34
01-02-69,35.8,37.5,35,19.633,20.757,6.41
01-03-69,36.1,37.8,35.2,19.726,20.854,6.34
01-04-69,36.3,38.1,35.3,19.812,20.935,6.26
01-05-69,36.4,38.2,35.5,19.892,21.018,6.42
01-06-69,36.6,38.3,35.7,19.989,21.091,7.04
01-07-69,36.8,38.5,35.8,20.076,21.189,7.6
01-08-69,36.9,38.6,35.7,20.132,21.249,7.54
01-09-69,37.1,38.9,35.8,20.216,21.334,7.82
01-10-69,37.3,39.1,35.9,20.285,21.425,7.64
01-11-69,37.5,39.3,36.1,20.372,21.507,7.89
01-12-69,37.7,39.5,36.3,20.465,21.587,8.17
01-01-70,37.9,39.6,36.5,20.539,21.659,8.1
01-02-70,38.1,39.8,36.7,20.62,21.742,7.59
01-03-70,38.3,40.1,36.7,20.672,21.823,6.97
01-04-70,38.5,40.3,36.8,20.776,21.909,7.06
01-05-70,38.6,40.5,36.8,20.842,21.986,7.75
01-06-70,38.8,40.8,36.9,20.896,22.066,7.55
01-07-70,38.9,40.9,37.1,20.973,22.149,7.1
01-08-70,39,41,36.9,21.028,22.226,6.98
01-09-70,39.2,41.3,37.1,21.122,22.319,6.73
01-10-70,39.4,41.6,37.1,21.227,22.429,6.43
01-11-70,39.6,41.9,37.1,21.31,22.544,5.51
01-12-70,39.8,42.1,37.1,21.405,22.658,5
01-01-71,39.9,42.1,37.3,21.45,22.747,4.57
01-02-71,39.9,42.1,37.7,21.513,22.834,3.89
01-03-71,40,42.2,37.8,21.584,22.907,3.69
01-04-71,40.1,42.3,37.9,21.669,22.992,4.3
01-05-71,40.3,42.6,38.1,21.759,23.093,5.04
01-06-71,40.5,42.8,38.2,21.855,23.184,5.64
01-07-71,40.6,42.9,38.3,21.921,23.273,6.04
01-08-71,40.7,42.9,38.5,21.985,23.305,5.8
01-09-71,40.8,43.1,38.3,22.018,23.344,5.41
01-10-71,40.9,43.2,38.3,22.052,23.381,4.91
01-11-71,41,43.3,38.3,22.097,23.433,4.67
01-12-71,41.1,43.4,38.6,22.184,23.507,4.6
01-01-72,41.2,43.4,38.8,22.275,23.607,4.28
01-02-72,41.4,43.5,39.2,22.363,23.671,4.27
01-03-72,41.4,43.6,39.2,22.395,23.717,4.67
01-04-72,41.5,43.7,39.3,22.429,23.772,4.96
01-05-72,41.6,43.9,39.5,22.478,23.828,4.64
01-06-72,41.7,44,39.7,22.513,23.875,4.93
01-07-72,41.8,44.1,40,22.593,23.944,4.96
01-08-72,41.9,44.3,40.1,22.659,23.994,4.98
01-09-72,42.1,44.3,40.2,22.76,24.075,5.52
01-10-72,42.2,44.5,40.1,22.786,24.088,5.52
01-11-72,42.4,44.6,40.3,22.854,24.152,5.27
01-12-72,42.5,44.7,41.1,22.927,24.225,5.52
01-01-73,42.7,44.6,41.6,22.996,24.24,5.89
01-02-73,43,44.7,42.4,23.117,24.316,6.19
01-03-73,43.4,44.9,43.4,23.28,24.414,6.85
01-04-73,43.7,45.1,43.6,23.454,24.556,6.85
01-05-73,43.9,45.3,44.5,23.569,24.651,6.89
01-06-73,44.2,45.4,45.5,23.704,24.757,7.31
01-07-73,44.2,45.5,44.9,23.79,24.863,8.39
01-08-73,45,45.7,47.5,24.064,24.979,8.82
01-09-73,45.2,46,46.7,24.16,25.105,8.31
01-10-73,45.6,46.4,46.3,24.296,25.202,7.4
01-11-73,45.9,46.6,46.5,24.495,25.324,7.57
01-12-73,46.3,46.8,47.4,24.697,25.464,7.27
01-01-74,46.8,46.8,49,24.934,25.589,7.42
01-02-74,47.3,47.1,50,25.224,25.753,6.88
01-03-74,47.8,47.5,50.6,25.517,25.953,7.76
01-04-74,48.1,47.9,51,25.697,26.147,8.62
01-05-74,48.6,48.4,51.8,25.95,26.398,8.78
01-06-74,49,49,52,26.17,26.67,8.67
01-07-74,49.3,49.5,54,26.363,26.906,8.8
01-08-74,49.9,50.1,55.9,26.639,27.165,9.36
01-09-74,50.6,50.7,55.9,26.916,27.409,8.87
01-10-74,51,51.3,56.9,27.108,27.623,8.05
01-11-74,51.5,51.8,57.4,27.312,27.825,7.66
01-12-74,51.9,52,57.3,27.528,28.021,7.31
01-01-75,52.3,52.2,57.4,27.698,28.185,6.83
01-02-75,52.6,52.6,57.2,27.849,28.384,5.98
01-03-75,52.8,52.9,56.9,27.943,28.533,6.11
01-04-75,53,53.3,57.5,28.039,28.671,6.9
01-05-75,53.1,53.5,57.9,28.15,28.793,6.39
01-06-75,53.5,53.7,58,28.326,28.933,6.29
01-07-75,54,54,58.7,28.569,29.112,7.11
01-08-75,54.2,54.2,59,28.693,29.212,7.7
01-09-75,54.6,54.6,59.4,28.835,29.371,7.75
01-10-75,54.9,54.9,59.8,29.003,29.517,6.95
01-11-75,55.3,55.3,59.5,29.189,29.713,6.49
01-12-75,55.6,55.5,59.7,29.35,29.893,6.6
01-01-76,55.8,55.7,59.9,29.462,30.046,5.81
01-02-76,55.9,56,59.9,29.5,30.166,5.91
01-03-76,56,56.4,60,29.544,30.266,6.21
01-04-76,56.1,56.7,60.6,29.611,30.384,5.92
01-05-76,56.4,57,60.8,29.752,30.527,6.4
01-06-76,56.7,57.2,61.2,29.882,30.651,6.52
01-07-76,57,57.6,61.6,30.033,30.82,6.2
01-08-76,57.3,57.9,61.4,30.199,30.997,6
01-09-76,57.6,58.3,61.8,30.369,31.179,5.84
01-10-76,57.9,58.6,61.9,30.528,31.332,5.5
01-11-76,58.1,58.9,62,30.667,31.475,5.29
01-12-76,58.4,58.9,62.5,30.839,31.645,4.89
01-01-77,58.7,59.2,62.8,31.017,31.838,5.29
01-02-77,59.3,59.5,63.5,31.26,32.033,5.47
01-03-77,59.6,59.9,64.1,31.417,32.169,5.5
01-04-77,60,60.3,64.9,31.6,32.329,5.44
01-05-77,60.2,60.6,65.2,31.76,32.494,5.84
01-06-77,60.5,61,65,31.937,32.687,5.8
01-07-77,60.8,61.2,65.1,32.103,32.89,5.94
01-08-77,61.1,61.5,65,32.253,33.051,6.37
01-09-77,61.3,61.9,65.3,32.374,33.19,6.53
01-10-77,61.6,62.1,65.6,32.524,33.351,6.97
01-11-77,62,62.4,65.8,32.712,33.524,6.95
01-12-77,62.3,62.7,66.2,32.87,33.697,6.96
01-01-78,62.7,63,66.8,33.064,33.899,7.28
01-02-78,63,63.2,67.5,33.218,34.029,7.34
01-03-78,63.4,63.7,68.1,33.433,34.213,7.31
01-04-78,63.9,64.2,69,33.686,34.435,7.45
01-05-78,64.5,64.7,69.5,33.927,34.637,7.82
01-06-78,65,65.3,70,34.149,34.831,8.09
01-07-78,65.5,65.7,70.4,34.336,35.035,8.39
01-08-78,65.9,66.1,70.4,34.509,35.224,8.31
01-09-78,66.5,66.8,71,34.706,35.426,8.64
01-10-78,67.1,67.3,71.8,34.981,35.686,9.14
01-11-78,67.5,67.8,72.1,35.18,35.878,10.01
01-12-78,67.9,68,72.7,35.345,36.018,10.3
01-01-79,68.5,68.4,73.8,35.611,36.203,10.41
01-02-79,69.2,69,74.9,35.802,36.321,10.24
01-03-79,69.9,69.6,75.8,36.081,36.53,10.25
01-04-79,70.6,70.2,76.9,36.457,36.867,10.12
01-05-79,71.4,70.8,77.5,36.835,37.187,10.12
01-06-79,72.2,71.4,78,37.138,37.396,9.57
01-07-79,73,72,79.2,37.422,37.583,9.64
01-08-79,73.7,72.7,79.6,37.708,37.833,9.98
01-09-79,74.4,73.4,80.9,38.041,38.091,10.84
01-10-79,75.2,74.1,82.1,38.351,38.369,12.44
01-11-79,76,75,82.6,38.617,38.615,12.39
01-12-79,76.9,75.7,83.4,38.942,38.892,11.98
01-01-80,78,76.6,85.2,39.349,39.187,12.06
01-02-80,79,77.3,86.9,39.776,39.578,13.92
01-03-80,80.1,78.3,87.5,40.264,39.945,15.82
01-04-80,80.9,79.3,87.8,40.475,40.15,13.3
01-05-80,81.7,80.2,88.3,40.79,40.473,9.39
01-06-80,82.5,81.1,88.7,41.047,40.742,8.16
01-07-80,82.6,80.9,90.3,41.365,41.028,8.65
01-08-80,83.2,81.3,91.5,41.711,41.325,10.24
01-09-80,83.9,82.2,91.7,42.096,41.714,11.52
01-10-80,84.7,83.2,92.8,42.434,42.058,12.49
01-11-80,85.6,84.1,93.2,42.779,42.389,14.15
01-12-80,86.4,84.9,93.8,43.057,42.644,14.88
01-01-81,87.2,85.3,95.2,43.47,43.013,14.08
01-02-81,88,85.7,96.1,43.91,43.328,14.57
01-03-81,88.6,86.1,97,44.216,43.568,13.71
01-04-81,89.1,86.8,98,44.409,43.847,14.32
01-05-81,89.7,87.8,98.3,44.609,44.148,16.2
01-06-81,90.5,88.7,98.5,44.787,44.369,14.86
01-07-81,91.5,89.9,99,45.057,44.636,15.72
01-08-81,92.2,90.7,99,45.338,44.936,16.72
01-09-81,93.1,91.9,98.8,45.613,45.23,16.52
01-10-81,93.4,92.3,98.9,45.82,45.499,15.38
01-11-81,93.8,92.7,98.8,46.065,45.765,12.41
01-12-81,94.1,93,98.8,46.208,45.934,12.85
01-01-82,94.4,93.2,99.7,46.483,46.216,14.32
01-02-82,94.7,93.5,99.8,46.622,46.395,14.73
01-03-82,94.7,93.7,99.6,46.742,46.597,13.95
01-04-82,95,94.5,99.6,46.766,46.781,13.98
01-05-82,95.9,95.4,99.8,47.043,47.037,13.34
01-06-82,97,96.3,100,47.384,47.273,14.07
01-07-82,97.5,96.7,100.4,47.665,47.579,13.24
01-08-82,97.7,97.1,100.3,47.813,47.798,11.43
01-09-82,97.7,97.3,100,47.946,47.975,10.85
01-10-82,98.1,97.7,100.2,48.215,48.279,9.32
01-11-82,98,97.6,100.3,48.359,48.458,9.16
